index;name;artist;release_date;length;popularity;danceability;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;speechiness;tempo;time_signature;valence
2990;Discipline;Nine Inch Nails;2008;4.319716667;51;611;0.00122;611;793;285;6;251;-6.646;0.0275;122.01;4;824
2991;She's Gone;STEELHEART;1991;6.526;49;401;0.00422;401;497;198;0;154;-12.814;0.0362;136.919;4;145
2992;Just the Way You Are;Billy Joel;1977;4.842883333;70;589;703;589;453;2.54E-05;7;134;-8.912;0.0397;139.148;4;513
2993;Make Up;Lou Reed;1972;2.982216667;42;737;819;737;224;7.09E-05;10;128;-13.486;0.0459;96.836;4;645
2994;Day Eleven: Love;Ayreon;2004;4.301316667;31;497;0.0925;497;0.65;0;0;409;-8.26;0.0258;93.752;1;539
2995;Overjoyed;Stevie Wonder;1985;3.709766667;59;221;541;221;264;0;10;148;-17.533;0.0332;83.128;4;169
2996;Industrial Disease;Dire Straits;1982;5.83955;37;608;0.00281;608;844;0.00107;9;116;-9.164;0.0477;149.63;4;722
2997;Absolutely Sweet Marie;Bob Dylan;1966;4.903333333;39;566;223;566;738;0;2;111;-7.526;0.03;133.859;4;806
2998;Surrender;Billy Talent;2006;4.11;58;622;0.000405;622;933;5.85E-06;9;0.27;-3.277;0.0385;118.979;4;126
2999;Raised on Rock;Scorpions;2010;3.978666667;36;534;0.00833;534;971;0.00496;8;276;-4.074;0.0777;125.051;4;576
3000;Femme Fatale;The Velvet Underground;1967;2.65;58;0.55;913;0.55;145;0;0;118;-15.753;0.0332;103.918;4;138
3001;On Broadway (Single Version);The Drifters;2018;2.99155;26;747;334;747;628;0;1;122;-6.596;0.0289;108.774;4;918
3002;Out Of The Blue (Into The Fire);The The;1986;5.127766667;28;525;0.0427;525;758;2.86E-06;5;128;-8.309;0.0737;78.378;4;383
3003;A Design for Life - Remastered;Manic Street Preachers;1996;4.294;56;184;0.000827;184;841;4.34E-05;0;0.0422;-4.723;0.0468;88.225;4;348
3004;Walking with a Ghost;Tegan and Sara;2004;2.504883333;58;788;125;788;541;0.000231;6;0.0679;-5.987;0.0387;118.058;4;928
3005;Can't Change Me;Chris Cornell;1999;3.374;45;0.48;0.0299;0.48;829;0;7;0.0978;-6.302;52;162.942;3;548
3006;Sunday Girl - Remastered;Blondie;1978;3.092666667;42;617;0.0252;617;694;6.57E-06;9;319;-7.393;0.0432;146.318;4;878
3007;Stars;Grace Potter & The Nocturnals;2012;3.598883333;49;432;181;432;496;0.000783;0;0.0739;-6.918;0.0274;140.262;4;0.17
3008;I'll Be Your Baby Tonight;Bob Dylan;1967;2.656;46;512;454;512;0.23;0.000139;0;0.0508;-16.412;0.0301;127.567;4;457
3009;Leader of the Band;Dan Fogelberg;1979;4.273316667;63;628;872;628;159;0;8;111;-14.363;0.0333;135.003;4;505
3010;Sherry;Frankie Valli & The Four Seasons;1962;2.536;60;701;647;701;471;0;0;125;-8.072;0.0421;117.564;4;0.69
3011;Saturday in the Park - 2002 Remaster;Chicago;1972;3.927766667;63;668;137;668;0.76;0;7;0.0803;-6.831;34;114.378;4;0.61
3012;White Shadows;Coldplay;2005;5.470316667;53;491;0.00521;491;783;0.0361;8;0.0951;-8.997;0.0484;127.437;4;0.26
3013;Gods Of War;Def Leppard;1987;6.630216667;49;581;0.000729;581;812;0.00766;2;148;-7.045;0.0348;108.901;4;355
3014;Stay;Various Artists;1987;1.581766667;55;555;842;555;404;0;7;218;-14.187;0.0621;120.509;4;736
3015;Drain You;Nirvana;1991;3.731333333;60;325;0.000129;325;929;2.22E-06;11;184;-5.625;0.0695;133.358;4;198
3016;I Ain't Gonna Stand For It;Stevie Wonder;1980;4.6494;27;728;0.000252;728;432;0.0111;9;95;-15.269;0.0329;113.593;4;816
3017;Isn't It Time;The Babys;1977;4.065333333;52;523;389;523;0.93;0.000134;0;815;-6.994;104;117.265;4;313
3018;Major Tom - Coming Home;Peter Schilling;1989;5.022883333;66;787;153;787;0.42;164;4;169;-14.32;0.0645;161.247;4;838
3019;The Engine Driver;The Decemberists;2005;4.253333333;41;425;338;425;711;0;4;0.26;-6.516;0.0275;96.687;4;534
3020;The Crow & the Butterfly;Shinedown;2008;4.226666667;53;319;0.0013;319;781;0;5;0.0944;-3.496;0.0329;149.002;3;238
3021;Amie - Remastered 1988;Pure Prairie League;1972;4.323766667;61;372;374;372;346;0;9;126;-15.268;0.0331;176.964;4;442
3022;Goin' Down on It;Hot Action Cop;2003;4.844433333;45;0.66;0.0153;0.66;962;0;9;0.0666;-2.93;0.0536;102.91;4;753
3023;My Cherie Amour;Stevie Wonder;1969;2.888433333;64;574;228;574;507;4.57E-06;6;279;-11.343;0.0258;101.085;4;514
3024;Bad, Bad Leroy Brown;Jim Croce;1973;3.037333333;66;697;706;697;676;0;7;0.0824;-10.742;0.0402;148.072;4;852
3025;Bankrobber;The Clash;2013;4.5671;50;623;0.00617;623;613;4.62E-05;7;119;-9.108;0.0313;140.282;4;613
3026;Always Gonna Love You;Gary Moore;1994;3.910666667;34;214;0.0531;214;539;0.000363;4;324;-10.256;0.0385;189.333;4;227
3027;Another Radio Song;Okkervil River;2005;4.998216667;20;262;455;262;505;0.00112;9;0.11;-7.999;0.0384;171.67;4;308
3028;Lord of the Flies - 2015 Remaster;Iron Maiden;1995;5.060433333;35;305;0.0351;305;863;0.00138;6;0.2;-6.771;0.0427;163.613;4;331
3029;Dancing Tight - Extended Version;Phil Fearon;2005;4.41555;22;788;137;788;0.68;8.98E-06;8;0.0579;-6.121;0.0405;117.591;4;932
3030;Here Comes the Rain Again - Remastered Version;Eurythmics;1983;4.909766667;64;648;0.0139;648;755;0.000253;0;225;-7.901;0.03;126.341;4;607
3031;Lie;Black Light Burns;2007;4.318216667;43;0.54;0.000219;0.54;0.94;532;6;79;-5.827;0.0742;99.055;4;0.3
3032;Set Fire to the Rain;Adele;2011;4.028216667;76;0.61;0.00382;0.61;683;1.79E-06;2;125;-3.879;0.0253;108.003;4;466
3033;Kick It Out;Heart;1977;2.757766667;38;402;0.0786;402;726;0;9;0.0646;-12.174;0.0459;149.272;4;674
3034;Temptation;The Tea Party;1997;3.41955;27;481;0.0978;481;914;0.0191;11;157;-7.959;0.0696;96.947;4;0.0764
3035;Out of Time;Blur;2003;3.88955;56;529;0.0424;529;455;0.00364;0;364;-8.603;0.0274;138.678;4;318
3036;Army Dreamers;Kate Bush;1980;2.977333333;51;679;737;679;0.0742;9.60E-05;4;0.0897;-22.23;0.0663;144.005;3;319
3037;Nobody Knows;Lillian Axe;1988;4.326883333;10;441;0.00318;441;552;0;1;0.0782;-6.639;0.0297;127.302;4;211
3038;Pull The Plug;Starz;1976;4.71755;10;383;0.00117;383;811;2.43E-05;3;0.15;-4.309;0.0997;108.99;4;402
3039;Cursed Sleep;"Bonnie ""Prince"" Billy";2006;5.598433333;28;309;0.37;309;351;0.00901;5;122;-9.663;0.0265;171.662;3;385
3040;I Just Want to Make Love to You - 2016 Remaster;Foghat;1972;4.346883333;42;414;0.26;414;708;0;2;399;-8.831;262;124.475;4;565
3041;The Way You Move;Since October;2010;3.556216667;30;598;0.00142;598;948;0;9;262;-3.732;0.0549;134.031;4;542
3042;Bron-Y-Aur Stomp - Remaster;Led Zeppelin;1970;4.2891;56;525;0.16;525;501;25;1;146;-14.192;0.0318;108.291;4;333
3043;Love To Love You Baby;Donna Summer;1975;16.80888333;46;622;292;622;425;5.73E-05;10;0.0498;-16.256;52;96.168;4;417
3044;Not When I Need It;Matthew Sweet;1995;3.462;18;217;0.0651;217;618;1.54E-06;9;133;-7.781;36;176.932;4;397
3045;Needles and Pins - Mono;The Searchers;1964;2.189333333;57;565;0.0546;565;953;2.95E-05;9;0.0637;-6.504;0.0393;124.287;4;887
3046;All Torn Down;The Living End;1999;4.1111;32;553;0.00111;553;889;1.13E-06;1;0.11;-6.005;0.0319;133.61;4;677
3047;Since You're Gone - Live;The Cars;2020;4.029516667;8;301;0.00155;301;692;592;0;907;-13.359;0.0618;98.826;4;111
3048;Car;Built To Spill;1994;2.9851;39;345;147;345;545;0;7;134;-7.712;0.0341;170.989;4;354
3049;Bridge To Nowhere;Sam Roberts Band;2006;3.150883333;24;652;632;652;0.76;6.09E-05;1;134;-5.41;0.0341;94.886;3;566
3050;The Man Who Sold the World - 2015 Remaster;David Bowie;1970;4.022433333;63;474;642;474;387;0.00557;2;143;-14.416;0.0305;118.486;4;545
3051;Unglued - 2019 Remaster;Stone Temple Pilots;1994;2.571766667;47;441;0.000541;441;985;0.00368;9;135;-5.005;0.0645;146.022;4;364
3052;The Look;Roxette;1988;3.955333333;8;634;0.0531;634;838;8.34E-06;2;0.0522;-5.363;0.0413;95.011;4;541
3053;Running Free - 2015 Remaster;Iron Maiden;1980;3.292883333;40;478;0.000777;478;823;229;11;169;-5.346;206;171.263;4;764
3054;Authority Song;John Mellencamp;1983;3.820666667;58;495;0.00399;495;969;2.55E-05;2;404;-4.994;0.0427;156.135;4;966
3055;Alright;Tadpole;2000;3.622216667;36;562;8.74E-06;562;954;6.32E-05;11;244;-6.025;0.0403;129.573;4;551
3056;Save Me - Remastered 2011;Queen;1980;3.832;62;507;359;507;452;0;7;109;-6.8;0.0269;81.632;3;322
3057;Don't Go Breaking My Heart - Elton John and Kiki Dee;Players Since Creation;2014;4.446883333;23;677;119;677;694;1.30E-05;10;64;-12.008;0.0404;131.51;4;693
3058;One Thing Leads To Another;The Fixx;1983;3.330433333;57;789;198;789;945;3.11E-06;5;0.0617;-5.219;0.0482;136.745;4;965
3059;Right Next Door To Hell;Guns N' Roses;1991;3.03555;53;374;0.0108;374;995;964;10;0.0791;-4.45;176;100.656;4;131
3060;Dog Eat Dog - Remastered;Adam & The Ants;2016;3.169766667;40;624;13;624;854;0.000616;0;331;-4.833;0.0421;103.892;4;751
3061;Breakdown;Seether;2007;3.487766667;54;417;0.000483;417;871;3.43E-05;1;0.0867;-3.54;39;142.003;4;188
3062;I Talk To The Wind;King Crimson;1969;6.094316667;54;273;539;273;308;636;4;0.11;-17.588;0.0377;81.028;4;313
3063;Morning Has Broken;Yusuf / Cat Stevens;1971;3.333333333;69;424;622;424;321;0.0196;7;0.0903;-13.162;0.0312;133.126;3;405
3064;Burning Love;Elvis Presley;1973;2.838216667;68;0.66;0.0993;0.66;748;0.00585;2;283;-11.206;0.0284;143.549;4;972
3065;88 Lines about 44 Women;The Nails;1984;4.944;42;799;0.0414;799;716;0.0295;2;0.0872;-9.224;0.0579;148.692;4;975
3066;Baby Come Back;Groove Armada;2012;3.572883333;59;645;0.0713;645;604;0;5;129;-9.904;118;156.436;4;545
3067;5 Days in May - Remastered 2012 version;Blue Rodeo;1993;7.234216667;49;0.56;0.43;0.56;437;0.00222;4;0.0885;-9.978;34;154.884;4;365
3068;Wooly Bully;Various Artists;1987;2.347766667;55;582;713;582;575;3.66E-06;7;151;-11.89;0.0529;140.601;4;558
3069;Headache for Michelle;Au Pairs;2006;6.88355;22;766;0.00105;766;429;0.0497;3;0.0604;-12.087;103;126.728;4;941
3070;Do You Know What I Mean;Lee Michaels;1971;3.200366667;49;788;131;788;865;1.58E-05;0;0.0238;-9.729;0.0575;109.081;4;947
3071;The High Road;Broken Bells;2010;3.87;65;0.61;0.0682;0.61;637;6.12E-06;0;284;-6.574;0.0238;79.955;4;609
3072;Hold On Loosely;38 Special;1980;4.677266667;65;567;0.00888;567;559;0.00131;9;0.0764;-10.175;0.0288;127.227;4;898
3073;It's All Over Now - Mono Version;The Rolling Stones;1964;3.440666667;46;603;0.0239;603;689;3.27E-06;0;0.33;-10.729;0.0304;99.088;4;761
3074;If I Get Lucky;Little River Band;1990;4.246666667;24;729;0.02;729;0.68;0.000372;0;0.0886;-9.858;0.0259;124.899;4;898
3075;No Aphrodisiac;The Whitlams;1998;4.324883333;48;363;334;363;611;2.50E-05;2;163;-8.265;0.0422;149.873;4;644
3076;I Don't Know Where I Stand;Joni Mitchell;1969;3.223333333;38;562;979;562;142;0.00291;5;162;-15.426;0.0321;111.564;4;244
3077;See My Baby Jive - 2006 Remaster;Wizzard;1973;5.038883333;40;359;178;359;945;1.54E-05;9;344;-5.176;0.0785;137.372;4;518
3078;Rag Doll;Frankie Valli & The Four Seasons;2003;3.026;43;498;755;498;534;8.82E-05;10;0.0665;-8.346;0.0378;120.935;4;611
3079;Lifeline;Papa Roach;2009;4.292433333;43;454;0.000183;454;909;0.00026;2;371;-5.23;0.0555;106.044;4;0.3
3080;Lazy;Luger Boa;2010;3.3811;0;625;6.89E-05;625;956;278;7;349;-3.223;36;127.999;4;617
3081;Quietly;Guano Apes;2003;3.631766667;36;518;0.000746;518;827;9.72E-05;1;107;-4.383;0.0372;118.233;4;279
3082;Battery;Metallica;1986;5.206;62;481;0.00022;481;928;558;11;106;-8.799;0.0672;96.699;4;427
3083;Memphis;Johnny Rivers;1998;2.628883333;26;776;0.0659;776;257;0.00031;4;973;-19.281;0.0549;93.425;4;635
3084;Sweet Lui-Louise;Various Artists;1999;3.24955;34;518;0.000117;518;663;0.000641;2;103;-12.73;69;122.668;4;913
3085;I'll Be Your Baby Tonight - Originally Performed By Robert Palmer and UB40;Reggae Karaoke Lions;2012;3.375516667;0;702;0.000163;702;944;949;10;0.0468;-7.224;0.0399;169.222;4;971
3086;The '59 Sound;The Gaslight Anthem;2009;3.166433333;52;423;0.0012;423;943;5.08E-06;10;263;-3.962;0.0917;168.022;4;406
3087;Moonlight Mile - 2009 Mix;The Rolling Stones;1971;5.953333333;56;417;575;417;0.5;0.0883;7;102;-6.449;0.0263;130.531;4;241
3088;Stereotype;The Specials;2000;3.875333333;31;803;298;803;609;0.0129;9;0.33;-9.452;32;121.598;4;554
3089;It's The Same Old Song;Four Tops;1965;2.773333333;55;704;143;704;678;0;2;119;-9.121;0.0295;125.185;4;977
3090;I'm Gonna Be (500 Miles);The Proclaimers;2003;3.657766667;73;851;151;851;551;0;4;0.0827;-5.177;0.0396;131.922;4;807
3091;Newborn;Elbow;2001;7.6;28;136;108;136;572;0.00017;2;0.0983;-6.752;0.0339;174.121;3;63
3092;Feel Your Love Tonight - 2015 Remaster;Van Halen;1978;3.682666667;53;0.46;0.0661;0.46;862;0;8;188;-5.225;0.0594;135.464;4;724
3093;Ugly;The Exies;2004;3.306;48;214;0.000441;214;941;0;5;0.0977;-2.983;0.0984;169.548;4;0.17
3094;White Trash;Steriogram;2004;3.7411;30;489;0.00421;489;926;5.98E-05;7;474;-4.345;146;154.292;4;0.61
3095;Beat the Bastards;The Exploited;1996;4.3511;42;339;4.15E-05;339;989;0.0178;8;124;-4.346;0.15;120.167;4;101
3096;Hello;Lionel Richie;1983;4.11555;68;424;646;424;222;0;9;148;-15.053;0.0391;61.648;4;0.0606
3097;Brand New Hate;Backyard Babies;2001;2.988216667;9;371;7.34E-05;371;957;5.25E-05;8;0.0725;-2.855;0.0638;180.962;4;682
3098;California Uber Alles;Dead Kennedys;1987;3.450666667;58;317;176;317;885;0.000249;8;221;-4.768;144;111.366;3;704
3099;Wild Wood;Paul Weller;1993;3.3711;56;594;418;594;224;0.0154;4;114;-15.312;0.0482;153.726;4;513
3100;No Secrets;The Angels;1980;4.2991;56;478;0.00273;478;0.69;9.03E-06;7;127;-6.358;0.0278;142.031;4;699
3101;Govinda;Kula Shaker;1996;4.94585;44;343;0.0199;343;636;0.000484;7;358;-7.625;0.0373;87.343;4;0.32
3102;Wake Me Up Before You Go-Go;Wham!;1984;3.85555;79;0.62;271;0.62;573;0;0;0.0607;-11.893;0.0423;81.548;4;897
3103;Walk, Don't Run - Stereo;The Ventures;1960;2.048883333;50;488;852;488;648;914;5;0.13;-13.252;0.0305;156.35;4;949
3104;Mystify;INXS;1987;3.2931;58;605;0.0116;605;839;0.000327;9;113;-5.657;37;129.439;4;398
3105;Clumsy;Our Lady Peace;1997;4.466;46;382;0.00218;382;831;8.83E-05;3;164;-7.104;0.0518;170.053;4;613
3106;Smooth Operator - Single Version;Sade;1994;4.31155;69;734;238;734;0.58;0.0006;9;0.0298;-6.619;0.0321;119.336;4;962
3107;Feelin';The La's;1990;1.7451;40;502;0.0486;502;878;312;0;124;-12.781;0.0347;92.086;4;924
3108;These Arms of Mine;Otis Redding;1964;2.57555;61;403;798;403;284;0;10;142;-14.014;0.0338;176.537;3;686
3109;Don't Let Me Down - Remastered 2009;The Beatles;1973;3.59555;68;593;568;593;289;0.000829;4;0.0928;-11.049;0.0259;77.119;4;733
3110;Forever Now - 2011 Remastered;Cold Chisel;1982;4.467966667;55;619;11;619;874;3.68E-06;4;0.0898;-3.145;0.0313;129.962;4;775
3111;Heart Attack and Vine - Remastered;Screamin' Jay Hawkins;2018;4.45755;39;615;0.41;615;524;0;9;243;-11.807;304;98.034;4;774
3112;Hit the Ground;6gig;2000;3.0623;10;448;4.30E-06;448;857;401;2;111;-3.974;0.0397;91.232;4;459
3113;Do You Love Me;The Contours;2012;2.90325;57;578;0.78;578;524;0.00868;5;141;-12.602;0.0454;150.361;4;861
3114;Pick Up the Pieces;Average White Band;1974;3.998466667;55;768;0.0548;768;853;0.13;10;0.0188;-5.915;0.0427;107.234;4;889
3115;Tribute;Tenacious D;2001;4.134216667;68;365;181;365;767;0.000856;9;0.0942;-6.185;0.0681;94.174;4;422
3116;Colour My World;Chicago;1975;3.027333333;44;629;939;629;333;198;5;137;-13.424;29;79.099;3;0.18
3117;Verse Chorus Verse - Boombox Rehearsals;Nirvana;1991;3.20555;35;529;0.0763;529;965;238;2;0.31;-2.715;0.0354;135.034;4;907
3118;Live With Me;The Rolling Stones;1969;3.552216667;41;681;0.00869;681;633;49;7;0.0848;-9.997;0.0352;129.591;4;954
3119;Mr. Speed;KISS;1976;3.308216667;34;728;727;728;919;0.0398;4;468;-6.285;141;132.636;4;733
3120;Dakota;Stereophonics;2005;4.9571;68;506;129;506;0.93;0.00682;4;0.0931;-3.499;0.0675;146.994;4;305
3121;Fantasy - Single Version;Earth, Wind & Fire;1978;3.770216667;67;666;291;666;714;0.0212;4;128;-9.448;0.0617;89.018;4;0.69
3122;Please, Please, Please, Let Me Get What I Want;Various Artists;2020;1.878433333;2;241;523;241;468;0;2;161;-9.579;0.0272;91.479;3;452
3123;Get Behind The Mule;Tom Waits;1999;6.874216667;38;727;714;727;0.3;0.0345;2;119;-12.09;0.0558;145.068;4;251
3124;Pearl Necklace;ZZ Top;1981;4.080433333;42;609;0.0152;609;746;0.00164;2;358;-11.825;0.0418;155.817;4;957
3125;Groovin';The Young Rascals;1967;2.521483333;58;605;595;605;455;0;5;0.0816;-8.903;0.0301;106.825;4;678
3126;It's Only Natural;Crowded House;1991;3.53955;56;747;167;747;528;0;10;132;-11.915;0.0283;116.259;4;0.85
3127;Wasted Time;Skid Row;1991;5.813333333;56;0.36;0.0113;0.36;881;0;0;0.0742;-6.815;48;84.861;4;295
3128;Crazy;Various Artists;2020;5.278216667;4;372;0.0867;372;868;0;6;137;-3.884;0.0381;162.081;3;421
3129;Trippin;Push Push;2014;4.025666667;26;324;0.00364;324;899;2.21E-05;0;109;-4.239;0.0702;140.699;4;644
3130;Along Comes Mary;The Association;1966;2.85;54;584;0.0883;584;0.62;1.73E-06;7;187;-7.681;0.0513;143.561;4;857
3131;Mexican Radio;Wall Of Voodoo;1982;4.147766667;48;505;0.0148;505;701;0.000405;0;406;-12.031;0.0349;164.684;4;616
3132;Thank You;Dido;1999;3.630433333;59;722;284;722;595;0.000538;1;0.0694;-9.928;0.0415;79.98;4;738
3133;Stand!;Sly & The Family Stone;1969;3.12555;36;609;214;609;788;2.44E-06;11;191;-9.726;0.0629;108.694;4;517
3134;Girls of Summer;Aerosmith;2002;3.219333333;48;536;0.00364;536;839;0;7;0.0977;-4.257;0.0373;119.972;4;645
3135;The Truth;Clawfinger;1993;4.2111;20;674;56;674;968;555;6;0.0914;-4.771;0.0849;95.881;4;755
3136;Sweat It Out;Jimmy Barnes;2006;3.963333333;11;0.18;0.00811;0.18;979;0;2;402;-2.316;0.0705;169.434;4;477
3137;Polyamorous;Breaking Benjamin;2002;2.9491;53;544;0.000132;544;895;107;1;147;-6.207;0.0522;98.128;4;875
3138;My December;Various Artists;2020;4.342666667;6;731;372;731;585;0.01;0;147;-9.275;0.0238;100.021;4;719
3139;Friday On My Mind;Gary Moore;1987;4.193333333;40;471;0.0319;471;905;482;9;115;-11.798;0.0593;160.255;4;541
3140;Luka;Suzanne Vega;1987;3.84955;59;637;194;637;781;0.000115;6;131;-8.263;31;124.939;4;789
3141;To Love Somebody;Bee Gees;1967;3.033333333;67;423;729;423;384;4.11E-06;9;0.27;-12.503;0.0315;90.43;4;521
3142;Black;Sevendust;1997;4.148433333;53;565;1.33E-05;565;968;188;1;89;-5.165;0.0568;108.003;4;693
3143;Legend Of A Mind;The Moody Blues;1968;6.610216667;44;0.33;154;0.33;461;184;2;151;-12.407;0.0314;127.058;4;322
3144;"Respect - Mono; 2008 Remaster";Otis Redding;1965;2.1831;43;709;0.19;709;841;0.000195;2;0.0686;-6.143;0.0519;117.538;4;961
3145;Chinese Burn - Lunatic Calm Mix;Various Artists;2006;7.428433333;19;548;2.72E-05;548;964;803;0;378;-8.444;89;131.959;4;608
3146;Once Around The Block;Badly Drawn Boy;1999;4.080433333;52;389;686;389;715;0.0109;5;0.0589;-8.096;0.0484;116.629;4;872
3147;Party at Ground Zero;Fishbone;1985;6.5011;38;376;0.0424;376;904;0.000369;1;0.0899;-5.061;0.22;196.813;4;888
3148;Moby Dick - Intro / Outro Rough Mix;Led Zeppelin;1969;1.63955;49;493;252;493;593;891;2;0.0733;-13.3;0.0613;93.397;4;841
3149;Sun Hits The Sky;Supergrass;1997;4.85615;48;374;4.08E-05;374;842;565;7;118;-12.169;45;150.484;4;352
3150;Burn;Various Artists;1994;6.648883333;54;574;0.00175;574;915;664;2;0.34;-9.79;0.0399;104.042;4;508
3151;Oh Yeah;Ash;1996;4.757766667;35;122;0.0193;122;692;0.0494;9;245;-4.677;0.0336;179.155;4;149
3152;Four Sticks - Remaster;Led Zeppelin;1971;4.753783333;45;507;174;507;837;814;2;0.0906;-10.465;0.0624;107.013;1;318
3153;Scar;Missy Higgins;2004;3.5691;42;661;372;661;0.79;0;0;285;-5.669;0.0515;91.812;4;822
3154;Screamager;Therapy?;1994;2.6151;47;277;0.000481;277;942;196;7;0.0488;-5.681;101;174.644;4;575
3155;Waiting For An Alibi;Thin Lizzy;1979;3.477333333;37;378;151;378;871;0.000194;3;109;-9.189;0.0946;148.88;4;531
3156;Devil on My Shoulder;Billy Talent;2009;3.82555;57;588;0.00193;588;892;0.000991;2;0.32;-4.322;0.0337;95.905;4;565
3157;Kitty's Back;Bruce Springsteen;1973;7.082883333;35;315;0.00322;315;955;0.0731;4;0.0602;-6.136;153;159.39;4;497
3158;You Make Me Feel Brand New;The Stylistics;1973;4.807333333;62;451;847;451;359;2.97E-05;7;137;-8.567;0.0247;76.015;4;178
3159;Back In My Arms Again;The Supremes;1965;2.9051;47;696;0.0182;696;521;1.47E-05;0;404;-11.168;0.0273;121.215;4;479
3160;Department of Youth;Alice Cooper;1975;3.28;34;533;0.2;533;906;0.0015;5;493;-7.547;0.0381;121.669;4;638
3161;Waiting In Vain;Bob Marley & The Wailers;1977;4.270666667;68;769;0.0292;769;457;3.07E-05;8;0.0599;-11.501;327;78.789;4;806
3162;Pretzel Logic;Steely Dan;1974;4.508883333;48;605;0.62;605;443;0.0169;9;205;-12.096;0.0428;96.333;4;654
3163;Ava Adore;The Smashing Pumpkins;2001;4.35555;42;594;0.000673;594;0.91;0.12;5;0.0757;-4.268;0.0596;79.947;4;826
3164;Women - Remastered 2017;Def Leppard;1987;5.7085;48;0.52;0.00215;0.52;916;0.0236;2;318;-5.772;0.0392;86.414;4;388
3165;Walkie Talkie Man;Steriogram;2004;2.223333333;49;548;0.000254;548;935;0;9;422;-2.112;0.0775;141.118;4;593
3166;Heroin Girl;Everclear;1995;2.39;44;363;0.00771;363;984;4.49E-05;2;0.0793;-4.71;107;149.819;4;346
3167;Build Me Up Buttercup;The Foundations;1968;2.958883333;74;0.66;313;0.66;512;0;0;283;-7.183;0.0294;133.607;4;852
3168;Replica;Fear Factory;1995;3.956;52;574;3.69E-05;574;943;0.0317;11;366;-5.238;0.0769;112.009;4;0.72
3169;Twistin' the Night Away;Sam Cooke;1962;2.664216667;64;458;691;458;801;0;9;328;-7.83;0.0565;160.547;4;0.93
3170;It's All Over Now, Baby Blue (feat. Van Morrison);Them;1966;3.790666667;57;604;0.19;604;457;0;2;123;-9.264;49;112.18;4;694
3171;Shut Up!;Simple Plan;2004;3.049766667;48;507;0.00104;507;959;0;1;147;-4.763;118;165.136;4;436
3172;Rock N Roll Duty - Live;Kim Mitchell;1990;4.287766667;8;454;0.00258;454;842;0.000127;7;0.83;-12.213;49;136.312;4;331
3173;Don't Talk To Strangers;Dio;1983;4.85155;53;352;0.00802;352;892;176;2;126;-7.695;0.0841;132.684;4;283
3174;(Can't You) Trip Like I Do - 2009 Remastered Version;Filter;2009;4.451766667;28;346;9.06E-05;346;972;0.0083;8;665;-4.805;267;119.568;4;174
3175;Freedom;Rage Against The Machine;1992;6.10555;52;503;0.000893;503;678;0.0134;7;348;-5.552;103;112.277;4;501
3176;Darlin' - Remastered;The Beach Boys;1967;2.242666667;54;0.63;0.00533;0.63;661;1.45E-05;11;162;-7.465;0.0263;126.975;4;953
3177;You're Pretty Good Looking (For a Girl);The White Stripes;2000;1.828666667;41;475;701;475;855;1.54E-05;11;0.0723;-5.666;0.0532;116.787;1;875
3178;Stars;Hum;1995;5.151766667;54;271;0.000285;271;742;0.26;2;0.0601;-12.669;0.0529;91.844;4;148
3179;Even It Up;Heart;1980;5.164883333;36;0.7;171;0.7;749;0.35;9;0.0613;-11.262;35;135.971;4;965
3180;Kick;INXS;1987;3.238;46;507;0.00181;507;863;134;4;354;-5.109;0.0482;156.67;4;926
3181;Breakdown;The Alan Parsons Project;1977;3.886433333;40;365;208;365;719;0.0133;2;102;-5.336;0.0701;169.951;4;596
3182;King Of The Night Time World;KISS;1976;3.316666667;37;404;0.0238;404;958;0.00137;11;334;-4.483;108;137.771;4;176
3183;The Universal;Blur;2000;4.002;54;317;158;317;571;2.95E-06;9;0.0848;-7.669;0.0283;163.036;3;234
3184;The Day That Never Comes;Metallica;2008;7.937766667;63;334;9.11E-05;334;982;149;4;106;-2.293;0.0619;126.883;4;501
3185;Shelf In The Room;Days Of The New;1997;4.732883333;56;621;0.0349;621;619;6.88E-05;6;168;-9.047;0.0264;128.967;4;325
3186;I Still;Forty Deuce;2005;3.116116667;5;222;0.00166;222;925;0.00505;9;222;-2.437;0.0685;172.184;4;394
3187;Don't Tread On Me;Metallica;1991;4.004883333;55;674;0.00453;674;833;0.00574;2;274;-7.625;0.0393;107.991;4;682
3188;Yours Is No Disgrace - 2003 Remaster;Yes;1971;9.682666667;42;409;0.00409;409;628;0.0193;2;0.51;-9.625;0.0578;141.225;4;801
3189;My Hometown;Bruce Springsteen;1984;4.6611;62;652;486;652;338;5.90E-05;9;0.0744;-11.58;0.0367;116.881;4;392
3190;In Hiding;Pearl Jam;1998;4.99555;41;405;0.00237;405;753;3.71E-05;2;191;-7.089;0.0294;104.29;4;391
3191;Haunted;Six Feet Under;1995;3.167333333;19;365;0.000117;365;913;637;4;0.0911;-7.294;0.0557;97.594;4;511
3192;Givin the Dog a Bone;AC/DC;1980;3.529333333;58;525;0.0704;525;975;2.22E-05;2;231;-4.372;0.0572;132.686;4;736
3193;Fingertips, Pt. 2 - Live/1962;Stevie Wonder;2019;3.170216667;41;0.35;622;0.35;873;242;7;673;-7.241;0.39;136.696;4;346
3194;As Good as It Gets;the feelers;2001;3.9251;23;545;0.00401;545;899;0;0;171;-4.562;0.0321;100.203;4;256
